ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
9401,ARG,0,CA,95337-, , ,0,0, , , , ,XXXX,S2,16,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,1,35,29,40,11,4,1, , , ,, , , , , , , , , , , , , , , , , , , , , ,1249,331,391,0,0,99,51,49,93,2,1,0,12,0,0,0,0,0,0,0,10,0,0,2,34,43,47,36,45,49,26,36,38,26,14,17,20,17,15,11,6,13,17,29,20,21,26,6,21,14,29,57,35,16,7,67,8,5,20,232,305,89,89,1,1,0,0,4,0,4,1824,2062,4,2,73,27,94,6,57,40,85,74,35,88,12,5,2,4,12,9,2,19,57,18,0,1,0,41,65,85,92,99,16,3,56,56,57,16,5,1,0,9,24,1,0,3,29,41,57,74,8120,67,862,340,364,391,437,13927,12,22,19,20,19,5,2,2,0,8,17,19,23,23,6,2,2,0,26,7,32,12,35,65,2,84,7,0,0,0,0,0,1,8,0,22,16,26,12,47,62,74,50,74,46,57,51,56,0,7,7,13,4,14,13,1,1,9,13,11,5,8,1,16,0,9,13,9,1,5,15,3,0,6,1,7,6,4,5,5,1,6,18,67,3,0,120,12,15,36,22,5,8,2,1,29,2,24,3,0,0,0,23,43,2,30,29,35,3,2,2,1,9,1,0,4,2,1,0,17,0,0,0,0,9,69,79,14,0,7,98,82,36,9,22,0,10,17,52,71,29,0,0,46,26,13,0,0,15,0,99,0,99,93,9,2,8,5,9706,9606,9604,9604,9603,9602,9601,9511,9511,9509,9508,,9506,,9503,9502,9501,9411,9411,9410,9408,,9406,L4D,A4D,A4D,A4D,A3D,A1D,A1D,A1D,A1D,A1D,A1D, ,A1D, ,N2D,N1D,N1D,F1D,F1D,F1D,F1D, ,F1D,13,9702,30,6,12,,,,,,,9512,9512,9510,,,,,,,,9412,,,,,,,,,,,,7,7,5,,,,,,,,5,,,,,,33,6,1,4,9512,7,9512,7,9512,9404,9412,8,5.5,169288,0,0,L,4,D,X,X,X,56,B
9501,PBK,2,NE,68025, , ,7001,0, , , , ,XXXX,T2,36,28,E,U, ,M,M, ,2,7,F,3,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,2,31,12,36,7,2,1, , , ,, , , , , , , , , , , , , , , , , , , , , ,1061,296,428,0,99,0,48,52,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,42,44,36,46,48,26,43,40,18,9,27,18,13,13,12,8,17,17,36,20,10,26,10,25,25,36,40,23,7,2,65,10,7,18,172,248,95,88,5,5,0,0,0,0,0,340,349,3,2,70,30,97,3,0,36,69,61,30,83,17,6,2,3,13,20,6,23,57,20,0,0,0,0,0,0,0,7,0,1,38,50,53,14,5,5,0,0,26,4,0,0,1,3,31,63,0,301,652,242,274,255,301,10442,29,24,27,14,6,0,0,0,0,19,21,32,20,8,0,0,0,0,29,7,46,8,49,51,12,82,12,0,0,0,0,0,1,5,0,28,13,22,5,40,73,79,67,79,63,79,56,99,99,0,5,8,2,11,12,1,0,16,1,18,16,4,7,1,0,2,33,6,6,6,16,5,6,3,0,6,5,4,1,7,2,1,6,74,10,0,120,5,13,52,20,3,6,2,5,15,1,16,3,1,2,0,14,31,0,12,20,36,19,0,6,0,28,0,0,2,1,0,1,0,0,0,3,0,0,73,99,0,0,1,91,56,12,11,39,0,0,0,0,12,88,0,0,95,0,4,1,0,0,99,0,99,99,97,4,2,12,8,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,,9501,9412,,,,,,,L3E,A2E,A2E,A2E,N2E,N1E,N1E,N1E,F1E,F1E,F1E,F1E,F1E, , ,P1E,P1E, , , , , , ,9,9702,19,4,8,,,,9603,,9602,,,,,9511,,,,9502,,,,,,,,,,,12,,12,,,,,10,,,,10,,,,,,,,44,4,2,10,9511,12,9602,12,9603,9502,9511,9,11,106598,0,1,L,3,E,X,X,X,53,D
9001,MCC,0,FL,32853, , ,0,0, , , , ,XXXX,R2,43,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,9,26,0,4,6,3, , , ,, , , , , , , , , , , , , , , , , , , , ,X,1695,393,870,99,0,0,43,57,89,5,0,2,12,1,0,0,1,0,0,0,0,8,1,2,36,44,51,42,50,53,18,50,34,16,10,25,15,7,9,15,19,25,17,32,15,11,44,29,42,47,30,24,10,4,1,40,18,18,24,112,193,62,57,14,36,22,20,1,0,1,722,773,3,3,41,59,93,7,8,20,45,31,11,64,36,9,1,8,18,42,8,12,45,31,2,3,0,1,2,10,43,94,0,16,26,46,44,11,4,19,17,0,22,14,21,0,10,29,50,80,5960,329,534,194,304,238,320,11355,40,20,18,12,7,3,0,0,0,24,14,26,17,15,4,0,0,0,41,9,39,21,65,35,27,60,19,7,7,0,0,0,10,5,0,6,15,21,3,51,57,68,49,61,46,64,51,86,81,4,7,12,9,10,23,1,0,17,2,12,1,1,5,3,0,7,9,2,5,5,24,9,4,7,8,6,2,8,2,4,1,2,5,84,5,0,120,11,17,30,19,9,9,5,3,16,1,12,7,0,1,0,16,34,3,17,29,48,21,1,9,0,7,0,0,6,3,0,0,0,0,1,2,0,7,26,84,12,2,2,77,31,7,4,36,0,1,5,5,12,88,0,0,16,1,71,11,0,1,99,0,99,99,90,7,2,4,6,9706,9606,9604,,9603,,9512,9509,,,9508,,,,9503,,9412,9411,,,9408,,,L3D,S3D,S3D, ,S3D, ,S3D,A1D, , ,S3D, , , ,S4D, ,S3D,S4D, , ,S4D, , ,18,9702,39,5,12,,,,,,,,,,9509,,,,9505,,9508,,,,,,,,,,,,,,,,3,,,,5,,5,,,,,,,108,23,15,3,9509,6,9112,3,9509,9002,9104,14,4.6956521739,18524,0,0,L,3,D,X,X,X,45,B
9201,MBC,2,WI,53089, , ,5401,0, , , , ,XXXX,T2,40,44,E,U, , , , ,,3,F,,0,,,,,,,,,,,,,,,2,0,26,25,23,5,1,1, , , ,, , ,Y, , , , , ,Y, , ,Y,Y, , , , , , ,2,X,1704,485,584,86,0,14,49,51,99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,31,38,41,32,41,44,27,42,40,18,12,28,21,17,13,6,3,18,17,34,19,12,14,3,13,11,34,54,34,11,2,66,9,3,22,222,291,71,67,4,28,24,24,0,0,0,884,919,5,6,70,30,96,4,0,44,83,71,36,90,10,8,1,7,10,11,5,24,65,11,0,0,0,0,2,26,78,98,0,1,55,55,57,16,5,27,1,0,5,3,22,0,47,91,97,98,5080,111,617,413,426,460,483,17226,2,10,23,32,25,5,1,1,0,0,5,24,39,24,5,2,2,0,19,1,61,2,46,54,10,86,11,0,0,0,0,0,0,2,0,37,21,22,1,75,76,88,65,86,64,63,50,99,99,0,18,9,10,9,14,0,1,5,0,21,9,3,2,0,0,8,37,3,1,7,15,1,2,2,1,7,9,6,2,5,1,1,1,81,12,0,120,1,11,42,15,9,16,5,4,13,1,9,7,0,0,0,14,26,2,25,26,23,12,0,1,0,30,0,2,1,2,3,2,0,0,3,1,0,3,80,95,1,0,4,98,75,27,4,22,8,15,17,38,72,28,0,0,74,3,10,12,0,1,82,18,83,99,99,7,3,6,9,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,,9410,9409,9407,9406,L3D,S3D,S3D, ,S2D,A3D,A3D,S2D,S2C,S2C,S2C,S3D,S4D,S4D,S4D,S4D,S4D,S4D, ,S3D,S3D,S3D,S4D,21,9702,55,5,13,,,,,,9602,,,,9510,9508,,,,,,,,,9410,9407,9407,,,,,,7,,,,5,5,,,,,,,,,4,3,5,68,17,11,3,9407,7,9602,7,9602,9202,9205,3,4,136679,0,0,L,3,D,X,X,X,17,B
9501,DCD,0,CA,90062, , ,2601,0, , , , ,XXXX,U4,10,72,E,H, , , , ,,1,F,1,18,0,0,3,0,1,0,0,0,0,1,0,1,0,9,3,0,11,42,26,11,3,4, , , ,, , , , , , , , , , , , , , , , , , , , , ,2098,493,675,99,0,0,47,53,3,80,0,2,22,0,1,1,0,0,0,0,13,0,0,9,30,39,43,33,43,47,30,40,38,22,14,25,20,13,14,9,5,17,15,32,21,15,26,9,21,22,27,51,35,20,11,36,19,9,36,206,302,78,66,10,21,11,8,0,0,0,1126,1178,5,5,56,44,96,4,0,45,73,37,22,85,15,24,3,21,14,24,5,1,2,1,19,49,13,5,19,63,85,94,0,10,29,47,46,15,6,16,5,0,25,10,8,0,45,69,82,91,4480,13,803,195,239,227,253,7334,40,23,11,15,11,0,0,0,0,29,26,14,23,8,0,0,0,0,23,15,14,27,40,60,0,72,12,11,11,0,0,0,2,4,0,0,28,33,4,89,63,75,54,52,48,52,26,80,99,9,6,11,0,12,18,1,5,20,0,11,5,6,7,0,0,5,19,11,0,2,18,2,8,4,2,11,12,4,2,11,3,4,5,74,2,0,120,13,21,41,11,7,3,5,2,35,3,25,9,0,0,0,5,11,0,42,21,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,49,77,19,0,4,80,42,14,12,50,0,0,0,0,2,98,0,0,92,0,8,0,0,0,99,0,99,99,94,6,2,8,7,9706,9606,9604,9604,9603,9602,9601,9511,9511,9509,9508,,,,,9501,9412,,,,,,,L3E,N3E,N3E,N3E,N2E,F1E,F1E,F1E,F1E,F1E,F1E, , , , ,P1E,P1E, , , , , , ,9,9702,21,6,13,,,,,,9602,,9512,,,,,,,,9506,,,,,,,,,,,,12,,12,,,,,,,,10,,,,,,,34,3,2,10,9506,12,9512,12,9602,9506,9512,6,11.333333333,143743,0,0,L,3,E,X,X,X,47,A
9501,CWR,2,WI,54303, , ,5701,0, , , , ,XXXX,C2,27,41,E,H, , , ,M,1,4,F,6,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,1,26,13,35,9,4,1, , , ,, , , , , , , , , , , ,Y, , , , , , , ,3,X,1504,435,525,99,0,0,50,50,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,41,43,34,44,47,29,35,41,23,10,23,25,15,14,8,5,10,17,35,23,15,19,5,17,14,35,51,33,13,3,68,6,5,21,208,286,87,79,13,13,0,0,0,0,0,597,617,4,4,83,17,99,1,0,43,83,74,37,92,8,6,1,5,7,14,3,23,60,15,0,0,0,0,0,1,12,85,0,0,49,53,57,15,5,13,0,0,9,8,0,0,7,51,89,94,3080,315,658,366,378,375,401,13705,11,19,15,35,16,1,1,0,1,7,15,18,38,18,1,1,0,1,21,4,53,4,35,65,4,87,8,0,0,0,0,0,4,1,1,5,15,17,1,51,74,81,68,75,65,71,59,86,99,2,14,6,3,13,19,2,2,9,0,17,8,3,6,0,0,4,26,6,4,5,18,4,3,2,2,7,9,8,4,9,4,1,2,76,9,0,120,5,5,50,14,9,11,7,8,25,2,24,7,1,1,0,13,26,1,13,22,35,12,0,1,0,15,0,0,2,0,0,6,0,0,1,0,0,0,81,99,0,0,0,99,73,14,7,22,0,4,5,41,86,14,0,0,95,1,2,1,0,1,99,0,99,99,99,7,3,3,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,,9506,,,9501,9412,,,,,,,L4E,A3E,A3E,N4E,N3D,N3D,N3D,N3D,N3D,N3D,N3D, ,N2D, , ,P1A,P1D, , , , , , ,10,9702,24,6,13,,,,,,9603,,,,,,9506,,,,9503,,,,,,,,,,,,10,,,,,,4,,,,5,,,,,,,32,5,4,3,9503,10,9601,10,9603,9503,9503,0,6.4,80441,0,1,L,4,E,X,X,X,22,C
8901,UCA,0,WA,98390, , ,4601,0, , , , ,XXXX,T1,35,52,E,H, , , , ,,7,M,,0,,,,,,,,,,,,,,,2,0,30,41,19,10,1,1, , , ,,03, , , , , , , , , , , , , , , , , , , ,X,2110,600,714,99,0,0,52,48,98,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,33,40,41,32,41,44,28,36,41,23,11,23,29,19,10,5,2,13,14,33,22,18,10,2,9,10,33,57,34,11,3,68,8,2,22,231,295,98,98,0,0,0,0,0,0,0,1367,1659,6,6,94,6,96,4,72,47,84,75,43,90,10,5,2,3,13,7,6,23,66,9,0,0,0,27,43,74,94,99,10,2,81,71,69,16,4,0,0,1,6,0,0,0,70,91,95,98,8200,105,819,482,531,544,574,19854,2,9,20,20,30,13,2,1,3,2,8,17,18,35,16,1,1,3,15,4,53,2,42,58,4,85,10,1,1,0,0,1,1,1,2,67,24,30,5,81,76,85,66,81,66,67,56,64,99,3,14,9,4,17,20,0,2,7,3,13,5,3,5,3,1,10,28,2,2,8,12,8,4,5,0,5,8,2,3,10,1,1,13,74,1,0,134,0,9,29,39,8,11,5,2,24,2,19,6,0,0,0,16,30,0,41,10,19,14,0,4,2,11,0,0,1,1,3,0,0,0,0,1,0,1,60,96,0,1,3,99,85,58,5,17,7,19,27,72,95,5,0,0,16,0,54,13,0,17,99,1,0,99,97,9,3,5,3,9706,9606,9604,,9603,9602,9601,9511,9510,9509,9508,9507,9506,,9503,9502,9501,9411,,9410,9409,,9406,L1E,A1E,A1E, ,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F, ,I3F,I4F,I4F,L1E, ,L1E,L1E, ,L2F,23,9702,60,4,11,,,,,,,9512,,,,,,,,,,,,,9502,,,,,,,,,10,,,,,,,,,,,,,15,,,123,11,7,5,9110,20,9201,10,9512,8910,9011,13,11.181818182,181899,0,0,L,1,E,X,X,X,5,A
8801,AMB,0,AZ,85227, , ,0,0, , , , ,XXXX,C2,29,, ,U, , , , ,,4,F,,0,,,,,,,,,,,,,,,2,1,60,14,76,10,3,5, , , ,7, , , , , , , , , , , , , , , , , , , ,1,X,12756,3044,3520,22,20,58,52,48,78,1,1,1,27,0,0,0,0,0,0,0,26,0,0,2,27,38,41,29,40,44,36,38,40,23,15,25,25,17,10,6,2,14,16,32,22,16,13,2,10,11,25,64,45,25,13,66,9,3,22,274,343,75,74,0,3,3,2,4,1,3,1266,1366,3,3,77,23,91,9,10,55,86,76,47,90,10,7,3,5,10,7,3,23,48,7,0,1,0,11,30,74,87,95,3,4,55,59,58,18,5,2,2,21,13,1,2,8,18,27,45,62,6200,275,753,346,375,397,422,11601,17,18,16,20,20,5,1,1,1,13,18,16,22,22,6,1,2,1,19,5,29,12,56,44,16,69,18,0,0,0,0,0,5,7,1,3,24,30,10,66,69,80,56,77,53,54,41,63,92,8,13,9,4,9,15,1,1,9,12,15,4,5,3,14,0,10,14,4,2,3,14,6,5,3,1,4,8,6,5,9,3,2,10,71,6,1,120,13,12,26,25,8,12,5,3,31,2,26,6,0,1,0,14,25,1,37,14,26,6,1,10,0,6,0,0,3,2,1,0,0,0,1,1,0,11,47,74,23,0,3,96,73,31,5,11,5,35,51,86,93,7,0,0,8,13,76,0,0,2,79,20,24,99,90,9,3,5,4,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L3E,S4E,S4E,S4E,S3E,S3E,S3E,S3E,S4E,S4E,S4E,S3E,S3E, ,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4E,S4E,28,9702,77,6,13,,,,,,9601,,,,,,9507,,9504,9503,,,,,,,9407,,,,,,10,,,,,,5,,6,12,,,,,,,7,173,28,13,5,9507,12,9503,10,9601,8810,8906,8,6.1785714286,136295,0,0,L,3,E,X,X,X,56,A
9001,SSS,0,CA,92126, , ,5901,0, , , , ,XXXX,S1,15,39,E,H, , , , ,,2,M,,0,,,,,,,,,,,,,,,2,7,25,47,0,9,3,3, , , ,6,12, , , , , , , , , , , , , , , , , , , ,X,1685,444,736,99,0,0,48,52,76,3,0,18,7,0,2,3,8,0,2,0,4,0,0,2,29,33,35,31,37,40,18,53,29,18,16,38,23,10,5,5,2,25,19,27,12,17,10,4,8,28,39,34,15,5,2,50,14,4,32,157,228,49,8,3,49,47,35,0,0,0,1325,1345,8,8,76,24,97,3,36,27,60,46,20,73,27,7,2,5,19,27,12,11,59,6,1,3,0,4,17,93,97,99,0,13,7,38,40,13,6,49,0,0,11,5,7,0,94,95,99,99,7320,15,825,381,458,403,464,19380,6,8,23,41,19,4,0,0,0,2,5,14,43,31,5,0,0,0,5,1,48,5,79,21,29,84,12,1,1,0,0,1,2,1,0,2,22,23,2,75,85,95,78,92,73,69,55,99,0,0,16,24,9,15,21,1,1,5,0,5,2,2,0,0,0,6,13,3,2,9,14,11,9,3,0,5,8,12,4,9,3,3,2,80,3,0,148,5,6,11,24,11,28,15,5,27,0,7,25,4,7,2,13,25,4,47,8,0,45,1,6,1,8,1,0,10,2,1,0,0,0,1,0,0,18,38,77,3,12,8,98,63,12,3,6,0,57,76,99,99,0,68,19,73,1,23,0,0,1,99,0,99,99,98,10,2,2,2,9706,,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,,9501,9411,9411,9410,9409,9407,9406,L3G, ,S3G,S3G,S4G,S4G,S4G,S3G,S3G,S3G,S3G,S4G,S3G,S4G,S4G, ,S4F,S4F,S4F,S4F,S4F,S4F,A4F,25,9702,64,5,13,,,,,,,,,9511,,,,,9505,,9501,,,9410,,,9406,,,,,,,,,30,,,,,27,,17,,,25,,,15,278,17,8,5,9205,30,9511,30,9511,9011,9202,15,16.352941176,153743,26,0,L,3,G,X,X,X,18,A
9301,HCC,2,TX,76903, , ,2607,0, , , , ,XXXX,C3,30,71,E,H, , , , ,,1,M,0,22,0,0,3,0,2,0,1,0,1,1,0,0,0,0,3,0,15,28,51,6,0,4, , , ,0, , , , , , , , , , , , , , , , , , , , , ,783,176,241,99,0,0,48,52,37,13,0,1,68,1,0,0,0,0,0,0,54,0,0,15,27,40,45,32,44,49,34,43,41,16,17,22,17,15,10,9,10,20,17,36,15,12,33,15,31,26,20,55,39,22,11,51,18,9,22,229,308,91,90,6,7,1,0,2,0,2,244,276,2,2,67,33,84,16,0,45,73,47,27,86,14,17,5,12,12,24,1,9,21,7,3,5,5,0,0,1,1,7,0,7,23,45,46,16,6,7,0,0,27,4,0,0,0,0,11,43,7200,443,661,116,133,146,160,5187,70,9,15,5,0,0,0,0,0,71,9,10,9,0,0,0,0,0,46,24,5,61,52,48,11,76,24,0,0,0,0,0,0,0,0,0,12,13,0,35,49,60,38,43,20,24,20,99,99,3,0,0,0,14,0,8,0,22,0,19,18,0,19,0,0,5,19,0,0,8,14,0,15,17,0,8,6,4,4,6,0,4,11,71,8,0,98,39,36,14,5,2,3,0,3,33,0,35,1,0,0,0,7,15,0,28,21,51,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13,77,37,61,2,0,74,29,8,12,45,0,0,0,9,21,79,0,0,96,0,4,0,0,0,99,0,99,99,74,2,2,7,7,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9509,,9506,,9503,9502,9501,9411,9411,9410,9409,,9406,L1F,A1F,A1F, ,A1E,A1E,A1E,A1E,A1E,A1E,A1E, ,A1E, ,L2D,A1D,A1D,A1D,A1D,A1D,A1D, ,A1D,15,9702,36,5,11,,,,,9603,,,,,,,,,,9502,,,,,,,,,,,,15,,,,,,,,,,10,,,,,,,,37,4,0,5,9302,15,9603,15,9603,9302,9312,10,9.25,120780,0,1,L,1,F,X,X,X,50,C
8701,FOR,2,CA,93612, , ,0,0, , , , ,XXXX,C2,29,, ,H, , , , ,,2,U,,0,,,,,,,,,,,,,,,2,0,50,25,67,15,3,0, , , ,1, , ,Y, , , , , , , , , , , , , , , , ,1,X,563,153,354,99,0,0,39,61,96,1,0,1,4,0,1,0,1,0,0,0,3,0,0,0,67,68,69,62,65,66,5,41,38,21,3,5,5,8,17,32,29,16,13,41,16,14,73,42,71,53,41,6,3,2,0,48,15,29,8,95,159,8,8,1,4,3,2,0,0,0,728,737,4,3,87,13,97,3,0,5,43,36,3,61,39,2,1,1,13,50,4,3,25,68,0,0,0,0,0,0,43,95,0,4,15,40,43,10,4,3,1,88,2,2,2,7,17,43,52,67,2840,71,866,180,241,214,286,11426,38,36,13,6,4,2,0,0,0,23,32,20,12,8,4,0,0,0,60,9,51,10,51,49,5,72,24,0,0,0,0,0,3,0,0,0,15,17,0,55,41,42,41,42,41,99,90,0,99,0,9,16,0,27,16,0,0,15,9,0,4,4,0,9,0,7,4,0,3,3,30,14,0,3,3,0,15,0,7,15,3,0,15,59,7,0,120,4,22,35,22,2,15,0,3,13,3,6,7,0,0,0,19,50,0,25,6,67,0,4,5,0,11,0,0,5,2,0,0,0,0,1,0,0,0,54,99,0,0,1,94,39,10,5,19,0,2,10,62,99,0,0,0,81,2,15,0,0,2,88,11,98,99,99,7,0,4,7,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,9411,9410,9409,9407,9406,L1E,A1E,A1E, ,L3E,A1E,A1E,S2E,S2E,S2E,S2E,S2E,S2E,S3E,S3E,S2E,S2E,S2E,S2E,S2E,S2E,S2E,A1E,31,9702,73,5,12,,,,,9603,,,,,,,,,,,,,9412,,9410,,,,,,,10,,,,,,,,,,,,,14,,14,,,138,16,10,5,9101,14,9404,10,9603,8701,8709,8,8.625,161115,10,0,L,1,E,X,X,X,45,B
